Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E;ano
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;10500.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;10000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;1000.0;17000.0;17000.0;17000.0;17000.0;100.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;131000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;14000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;96000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;2240000.0;3729914.0;3287769.23;3287769.23;3287769.23;100.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;35000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;10000.0;35220.0;35194.17;35194.17;35194.17;100.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1860000.0;1767260.0;1767242.9;1767242.9;1767242.9;100.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;258500.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;30000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;23000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;15000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;100000.0;1440.0;1440.0;1440.0;1440.0;100.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;104000.0;37180.0;37178.6;15982.6;15982.6;42.99;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;10000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;7000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;526000.0;313050.0;313031.2;296746.17;296746.17;94.8;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;27000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;25000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;82200.0;58770.0;58740.81;58740.81;58740.81;100.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;0.0;31400.0;24833.03;24833.03;24833.03;100.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;4156900.0;4541680.0;4541658.13;4541658.13;4541658.13;100.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas de capital;investimentos;aquisicao de imoveis;sem aplicacao;14500.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;146000.0;15260.0;15252.5;15252.5;15252.5;100.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas de capital;investimentos;obras e instalacoes;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de desenv. urbano  habitacao e meio ambiente   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;8000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;52000.0;23800.0;23798.94;23798.94;23798.94;100.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;18000.0;11590.0;300.0;300.0;300.0;100.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;20000.0;109870.0;53936.8;53936.8;49773.41;92.28;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;2186500.0;2015424.0;1938883.41;1884930.26;1882783.13;97.11;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;3000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;254500.0;149190.0;149174.53;149174.53;149174.53;100.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;10400300.0;11515200.0;11515189.85;11515189.85;11515189.85;100.0;2020
prefeitura da cidade do paulista;secretaria de financas   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;13000.0;173380.0;169426.5;169426.5;169426.5;100.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;4000.0;6670.0;6661.8;6661.8;6661.8;100.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;10900.0;1512870.0;1512800.61;1512800.61;1512800.61;100.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;31000.0;9480.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;16000.0;3078870.0;2836736.31;2836736.31;2836736.31;100.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;512700.0;2196370.0;1976606.31;1973951.81;1973951.81;99.87;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;7676000.0;13329934.0;12722701.41;12682144.82;12681523.36;99.68;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;8000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;169000.0;286450.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;5000.0;8600.0;8577.11;8577.11;8577.11;100.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;157300.0;177980.0;168715.76;168715.76;168715.76;100.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;278400.0;65450.0;55849.12;55849.12;51327.96;91.9;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;6769400.0;6115620.0;6115594.05;6115594.05;6115594.05;100.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas de capital;investimentos;despesas de exercicios anteriores;sem aplicacao;227000.0;314190.0;296715.29;296715.29;296715.29;100.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;127300.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas de capital;investimentos;indenizacoes e restituicoes;sem aplicacao;137100.0;1564850.0;1558842.08;1558842.08;1558842.08;100.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas de capital;investimentos;obras e instalacoes;sem aplicacao;91604500.0;93307030.0;9029783.54;8092351.31;8092351.31;89.62;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;115000.0;0.0;0.0;0.0;0.0;0.0;2020
prefeitura da cidade do paulista;secretaria de infraestrutura e servicos publicos   administracao direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;188000.0;8000.0;0.0;0.0;0.0;0.0;2020
